SID,DeviceID,ObservationTimestamp,LocalTimestamp,AirTemperature,BarometricPressure,RelativeHumidity
2024-11-09T17:35:27Z_2hq3byfebne,2hq3byfebne,11/9/2024 17:35,11/10/2024 1:35,10.40999984741211,1019.231875,100
2024-11-09T17:50:49Z_2hq3byfebne,2hq3byfebne,11/9/2024 17:50,11/10/2024 1:50,10.619999885559082,1019.301094,100
2024-11-09T18:06:17Z_2hq3byfebne,2hq3byfebne,11/9/2024 18:06,11/10/2024 2:06,10.489999771118164,1019.27,100
2024-11-09T18:21:45Z_2hq3byfebne,2hq3byfebne,11/9/2024 18:21,11/10/2024 2:21,10.890000343322754,1019.269297,100
2024-11-09T18:37:13Z_2hq3byfebne,2hq3byfebne,11/9/2024 18:37,11/10/2024 2:37,11.029999732971191,1019.405313,100
2024-11-09T18:52:41Z_2hq3byfebne,2hq3byfebne,11/9/2024 18:52,11/10/2024 2:52,12.1899995803833,1019.300938,100
2024-11-09T19:08:15Z_2hq3byfebne,2hq3byfebne,11/9/2024 19:08,11/10/2024 3:08,13.0600004196167,1019.357109,100
2024-11-09T19:23:37Z_2hq3byfebne,2hq3byfebne,11/9/2024 19:23,11/10/2024 3:23,13.630000114440918,1019.50625,100
2024-11-09T19:39:05Z_2hq3byfebne,2hq3byfebne,11/9/2024 19:39,11/10/2024 3:39,13.430000305175781,1019.341719,100
2024-11-09T19:54:33Z_2hq3byfebne,2hq3byfebne,11/9/2024 19:54,11/10/2024 3:54,13.130000114440918,1019.595,100
2024-11-09T20:10:01Z_2hq3byfebne,2hq3byfebne,11/9/2024 20:10,11/10/2024 4:10,13.140000343322754,1019.569609,100
2024-11-09T20:25:29Z_2hq3byfebne,2hq3byfebne,11/9/2024 20:25,11/10/2024 4:25,12.680000305175781,1019.597266,100
2024-11-09T20:40:57Z_2hq3byfebne,2hq3byfebne,11/9/2024 20:40,11/10/2024 4:40,12.699999809265137,1019.580547,100
2024-11-09T20:56:27Z_2hq3byfebne,2hq3byfebne,11/9/2024 20:56,11/10/2024 4:56,12.949999809265137,1019.824688,100
2024-11-09T21:11:53Z_2hq3byfebne,2hq3byfebne,11/9/2024 21:11,11/10/2024 5:11,12.779999732971191,1019.976016,100
2024-11-09T21:27:27Z_2hq3byfebne,2hq3byfebne,11/9/2024 21:27,11/10/2024 5:27,13.430000305175781,1020.18125,100
2024-11-09T21:42:49Z_2hq3byfebne,2hq3byfebne,11/9/2024 21:42,11/10/2024 5:42,15.920000076293945,1020.458594,100
2024-11-09T21:58:17Z_2hq3byfebne,2hq3byfebne,11/9/2024 21:58,11/10/2024 5:58,17.899999618530273,1020.521406,100
2024-11-09T22:13:45Z_2hq3byfebne,2hq3byfebne,11/9/2024 22:13,11/10/2024 6:13,19.93000030517578,1020.665,100
2024-11-09T22:29:13Z_2hq3byfebne,2hq3byfebne,11/9/2024 22:29,11/10/2024 6:29,20.690000534057617,1020.730547,100
2024-11-09T22:44:41Z_2hq3byfebne,2hq3byfebne,11/9/2024 22:44,11/10/2024 6:44,22.920000076293945,1020.841719,100
2024-11-09T23:00:09Z_2hq3byfebne,2hq3byfebne,11/9/2024 23:00,11/10/2024 7:00,23.610000610351562,1020.907578,97.90429688
2024-11-09T23:15:37Z_2hq3byfebne,2hq3byfebne,11/9/2024 23:15,11/10/2024 7:15,24.25,1021.016406,91.12207031
2024-11-09T23:31:05Z_2hq3byfebne,2hq3byfebne,11/9/2024 23:31,11/10/2024 7:31,24.079999923706055,1021.21375,96.3828125
2024-11-09T23:46:33Z_2hq3byfebne,2hq3byfebne,11/9/2024 23:46,11/10/2024 7:46,26.6200008392334,1021.253594,64.53222656
2024-11-10T00:02:01Z_2hq3byfebne,2hq3byfebne,11/10/2024 0:02,11/10/2024 8:02,26.31999969482422,1021.384688,66.39941406
2024-11-10T00:17:29Z_2hq3byfebne,2hq3byfebne,11/10/2024 0:17,11/10/2024 8:17,28.420000076293945,1021.476719,52.94238281
2024-11-10T00:32:57Z_2hq3byfebne,2hq3byfebne,11/10/2024 0:32,11/10/2024 8:32,28.93000030517578,1021.345,48.57324219
2024-11-10T00:48:26Z_2hq3byfebne,2hq3byfebne,11/10/2024 0:48,11/10/2024 8:48,29.34000015258789,1021.421797,49.66308594
2024-11-10T01:03:53Z_2hq3byfebne,2hq3byfebne,11/10/2024 1:03,11/10/2024 9:03,28.739999771118164,1021.260781,50.80175781
2024-11-10T01:19:27Z_2hq3byfebne,2hq3byfebne,11/10/2024 1:19,11/10/2024 9:19,29.299999237060547,1021.26125,50.29980469
2024-11-10T01:34:49Z_2hq3byfebne,2hq3byfebne,11/10/2024 1:34,11/10/2024 9:34,30.989999771118164,1021.181719,42.74609375
2024-11-10T01:50:17Z_2hq3byfebne,2hq3byfebne,11/10/2024 1:50,11/10/2024 9:50,30.610000610351562,1021.1525,41.68164063
2024-11-10T02:05:45Z_2hq3byfebne,2hq3byfebne,11/10/2024 2:05,11/10/2024 10:05,30.649999618530273,1021.114531,41.0859375
2024-11-10T02:21:13Z_2hq3byfebne,2hq3byfebne,11/10/2024 2:21,11/10/2024 10:21,24.81999969482422,1021.018359,74.05175781
2024-11-10T02:36:41Z_2hq3byfebne,2hq3byfebne,11/10/2024 2:36,11/10/2024 10:36,27.1299991607666,1020.795547,61.75585938
2024-11-10T02:52:09Z_2hq3byfebne,2hq3byfebne,11/10/2024 2:52,11/10/2024 10:52,28.010000228881836,1020.629531,58.0390625
2024-11-10T03:07:37Z_2hq3byfebne,2hq3byfebne,11/10/2024 3:07,11/10/2024 11:07,31.389999389648438,1020.545313,38.09375
2024-11-10T03:23:05Z_2hq3byfebne,2hq3byfebne,11/10/2024 3:23,11/10/2024 11:23,26.8700008392334,1020.32875,57.00585938
2024-11-10T03:38:33Z_2hq3byfebne,2hq3byfebne,11/10/2024 3:38,11/10/2024 11:38,24.25,1019.87,100
2024-11-10T03:54:01Z_2hq3byfebne,2hq3byfebne,11/10/2024 3:54,11/10/2024 11:54,26.889999389648438,1019.882031,77.79003906
2024-11-10T04:09:29Z_2hq3byfebne,2hq3byfebne,11/10/2024 4:09,11/10/2024 12:09,25.190000534057617,1019.9525,100
2024-11-10T04:24:57Z_2hq3byfebne,2hq3byfebne,11/10/2024 4:24,11/10/2024 12:24,27.059999465942383,1019.627578,79.984375
2024-11-10T04:40:31Z_2hq3byfebne,2hq3byfebne,11/10/2024 4:40,11/10/2024 12:40,26.459999084472656,1019.829688,86.35351563
2024-11-10T04:55:53Z_2hq3byfebne,2hq3byfebne,11/10/2024 4:55,11/10/2024 12:55,25.549999237060547,1019.840156,97.54296875
2024-11-10T05:11:21Z_2hq3byfebne,2hq3byfebne,11/10/2024 5:11,11/10/2024 13:11,25.43000030517578,1019.717422,100
2024-11-10T05:26:49Z_2hq3byfebne,2hq3byfebne,11/10/2024 5:26,11/10/2024 13:26,25.040000915527344,1019.590625,100
2024-11-10T05:42:17Z_2hq3byfebne,2hq3byfebne,11/10/2024 5:42,11/10/2024 13:42,24.469999313354492,1019.466641,96.13964844
2024-11-10T05:57:45Z_2hq3byfebne,2hq3byfebne,11/10/2024 5:57,11/10/2024 13:57,24.31999969482422,1019.184531,100
2024-11-10T06:13:19Z_2hq3byfebne,2hq3byfebne,11/10/2024 6:13,11/10/2024 14:13,24.139999389648438,1019.062344,100
2024-11-10T06:28:47Z_2hq3byfebne,2hq3byfebne,11/10/2024 6:28,11/10/2024 14:28,24.030000686645508,1018.807031,100
2024-11-10T06:44:09Z_2hq3byfebne,2hq3byfebne,11/10/2024 6:44,11/10/2024 14:44,23.389999389648438,1018.788125,100
2024-11-10T06:59:37Z_2hq3byfebne,2hq3byfebne,11/10/2024 6:59,11/10/2024 14:59,23.420000076293945,1018.734375,100
2024-11-10T07:15:05Z_2hq3byfebne,2hq3byfebne,11/10/2024 7:15,11/10/2024 15:15,23.31999969482422,1018.486875,100
2024-11-10T07:30:39Z_2hq3byfebne,2hq3byfebne,11/10/2024 7:30,11/10/2024 15:30,22.920000076293945,1018.517969,100
2024-11-10T07:46:07Z_2hq3byfebne,2hq3byfebne,11/10/2024 7:46,11/10/2024 15:46,23.549999237060547,1018.590547,100
2024-11-10T08:01:29Z_2hq3byfebne,2hq3byfebne,11/10/2024 8:01,11/10/2024 16:01,23.290000915527344,1018.567188,100
2024-11-10T08:16:57Z_2hq3byfebne,2hq3byfebne,11/10/2024 8:16,11/10/2024 16:16,23.600000381469727,1018.554609,100
2024-11-10T08:32:31Z_2hq3byfebne,2hq3byfebne,11/10/2024 8:32,11/10/2024 16:32,23.06999969482422,1018.746875,100
2024-11-10T08:47:53Z_2hq3byfebne,2hq3byfebne,11/10/2024 8:47,11/10/2024 16:47,22.489999771118164,1018.902891,100
2024-11-10T09:03:21Z_2hq3byfebne,2hq3byfebne,11/10/2024 9:03,11/10/2024 17:03,22.110000610351562,1019.003047,100
2024-11-10T09:18:55Z_2hq3byfebne,2hq3byfebne,11/10/2024 9:18,11/10/2024 17:18,21.579999923706055,1019.200078,100
2024-11-10T09:34:17Z_2hq3byfebne,2hq3byfebne,11/10/2024 9:34,11/10/2024 17:34,21.219999313354492,1019.395938,100
2024-11-10T09:49:45Z_2hq3byfebne,2hq3byfebne,11/10/2024 9:49,11/10/2024 17:49,20.440000534057617,1019.545781,100
2024-11-10T10:05:13Z_2hq3byfebne,2hq3byfebne,11/10/2024 10:05,11/10/2024 18:05,19.700000762939453,1019.763906,100
2024-11-10T10:20:41Z_2hq3byfebne,2hq3byfebne,11/10/2024 10:20,11/10/2024 18:20,19.270000457763672,1020.016563,100
2024-11-10T10:36:09Z_2hq3byfebne,2hq3byfebne,11/10/2024 10:36,11/10/2024 18:36,18.690000534057617,1020.135234,100
2024-11-10T10:51:37Z_2hq3byfebne,2hq3byfebne,11/10/2024 10:51,11/10/2024 18:51,18.469999313354492,1020.326563,100
2024-11-10T11:07:05Z_2hq3byfebne,2hq3byfebne,11/10/2024 11:07,11/10/2024 19:07,17.90999984741211,1020.389609,100
2024-11-10T11:22:33Z_2hq3byfebne,2hq3byfebne,11/10/2024 11:22,11/10/2024 19:22,17.8799991607666,1020.521406,100
2024-11-10T11:38:01Z_2hq3byfebne,2hq3byfebne,11/10/2024 11:38,11/10/2024 19:38,17.489999771118164,1020.726328,100
2024-11-10T11:53:29Z_2hq3byfebne,2hq3byfebne,11/10/2024 11:53,11/10/2024 19:53,17.290000915527344,1020.933594,100
2024-11-10T12:08:57Z_2hq3byfebne,2hq3byfebne,11/10/2024 12:08,11/10/2024 20:08,17.260000228881836,1020.959375,100
2024-11-10T12:24:25Z_2hq3byfebne,2hq3byfebne,11/10/2024 12:24,11/10/2024 20:24,16.889999389648438,1021.137813,100
2024-11-10T12:39:53Z_2hq3byfebne,2hq3byfebne,11/10/2024 12:39,11/10/2024 20:39,16.850000381469727,1021.242344,100
2024-11-10T12:55:21Z_2hq3byfebne,2hq3byfebne,11/10/2024 12:55,11/10/2024 20:55,16.639999389648438,1021.378438,100
2024-11-10T13:10:49Z_2hq3byfebne,2hq3byfebne,11/10/2024 13:10,11/10/2024 21:10,16.549999237060547,1021.455547,100
2024-11-10T13:26:17Z_2hq3byfebne,2hq3byfebne,11/10/2024 13:26,11/10/2024 21:26,16.5,1021.472344,100
2024-11-10T13:41:45Z_2hq3byfebne,2hq3byfebne,11/10/2024 13:41,11/10/2024 21:41,16.15999984741211,1021.39375,100
2024-11-10T13:57:13Z_2hq3byfebne,2hq3byfebne,11/10/2024 13:57,11/10/2024 21:57,15.869999885559082,1021.220469,100
2024-11-10T14:12:41Z_2hq3byfebne,2hq3byfebne,11/10/2024 14:12,11/10/2024 22:12,15.430000305175781,1021.113906,100
2024-11-10T14:28:09Z_2hq3byfebne,2hq3byfebne,11/10/2024 14:28,11/10/2024 22:28,15.470000267028809,1021.027031,100
2024-11-10T14:43:37Z_2hq3byfebne,2hq3byfebne,11/10/2024 14:43,11/10/2024 22:43,15.020000457763672,1020.88375,100
2024-11-10T14:59:11Z_2hq3byfebne,2hq3byfebne,11/10/2024 14:59,11/10/2024 22:59,14.720000267028809,1020.727188,100
2024-11-10T15:14:33Z_2hq3byfebne,2hq3byfebne,11/10/2024 15:14,11/10/2024 23:14,14.680000305175781,1020.576875,100
2024-11-10T15:30:01Z_2hq3byfebne,2hq3byfebne,11/10/2024 15:30,11/10/2024 23:30,14.5,1020.467031,100
2024-11-10T15:45:29Z_2hq3byfebne,2hq3byfebne,11/10/2024 15:45,11/10/2024 23:45,14.359999656677246,1020.471875,100
2024-11-10T16:00:57Z_2hq3byfebne,2hq3byfebne,11/10/2024 16:00,11/11/2024 0:00,14.350000381469727,1020.366563,100
2024-11-10T16:16:25Z_2hq3byfebne,2hq3byfebne,11/10/2024 16:16,11/11/2024 0:16,14.510000228881836,1019.933359,100
2024-11-10T16:31:53Z_2hq3byfebne,2hq3byfebne,11/10/2024 16:31,11/11/2024 0:31,14.229999542236328,1019.785078,100
2024-11-10T16:47:21Z_2hq3byfebne,2hq3byfebne,11/10/2024 16:47,11/11/2024 0:47,13.989999771118164,1019.691328,100
2024-11-10T17:02:49Z_2hq3byfebne,2hq3byfebne,11/10/2024 17:02,11/11/2024 1:02,13.609999656677246,1019.408828,100
2024-11-10T17:18:17Z_2hq3byfebne,2hq3byfebne,11/10/2024 17:18,11/11/2024 1:18,13.34000015258789,1019.243516,100
2024-11-10T17:33:45Z_2hq3byfebne,2hq3byfebne,11/10/2024 17:33,11/11/2024 1:33,13.079999923706055,1019.078438,100
2024-11-10T17:49:13Z_2hq3byfebne,2hq3byfebne,11/10/2024 17:49,11/11/2024 1:49,13.180000305175781,1019.116172,100
2024-11-10T18:04:41Z_2hq3byfebne,2hq3byfebne,11/10/2024 18:04,11/11/2024 2:04,12.979999542236328,1019.004375,100
2024-11-10T18:20:09Z_2hq3byfebne,2hq3byfebne,11/10/2024 18:20,11/11/2024 2:20,12.069999694824219,1018.885781,100
2024-11-10T18:35:37Z_2hq3byfebne,2hq3byfebne,11/10/2024 18:35,11/11/2024 2:35,12.039999961853027,1018.930078,100
2024-11-10T18:51:05Z_2hq3byfebne,2hq3byfebne,11/10/2024 18:51,11/11/2024 2:51,12.359999656677246,1018.862656,100
2024-11-10T19:06:39Z_2hq3byfebne,2hq3byfebne,11/10/2024 19:06,11/11/2024 3:06,13.229999542236328,1018.8125,100
2024-11-10T19:22:01Z_2hq3byfebne,2hq3byfebne,11/10/2024 19:22,11/11/2024 3:22,12.630000114440918,1018.985313,100
2024-11-10T19:37:29Z_2hq3byfebne,2hq3byfebne,11/10/2024 19:37,11/11/2024 3:37,11.710000038146973,1019.066719,100
2024-11-10T19:52:57Z_2hq3byfebne,2hq3byfebne,11/10/2024 19:52,11/11/2024 3:52,11.9399995803833,1019.143906,100
2024-11-10T20:08:25Z_2hq3byfebne,2hq3byfebne,11/10/2024 20:08,11/11/2024 4:08,11.979999542236328,1019.154453,100
2024-11-10T20:23:53Z_2hq3byfebne,2hq3byfebne,11/10/2024 20:23,11/11/2024 4:23,11.869999885559082,1019.202813,100
2024-11-10T20:39:21Z_2hq3byfebne,2hq3byfebne,11/10/2024 20:39,11/11/2024 4:39,11.569999694824219,1019.304219,100
2024-11-10T20:54:49Z_2hq3byfebne,2hq3byfebne,11/10/2024 20:54,11/11/2024 4:54,11.399999618530273,1019.44625,100
2024-11-10T21:10:17Z_2hq3byfebne,2hq3byfebne,11/10/2024 21:10,11/11/2024 5:10,11.779999732971191,1019.556406,100
2024-11-10T21:25:45Z_2hq3byfebne,2hq3byfebne,11/10/2024 21:25,11/11/2024 5:25,12.529999732971191,1019.670703,100
2024-11-10T21:41:13Z_2hq3byfebne,2hq3byfebne,11/10/2024 21:41,11/11/2024 5:41,15.510000228881836,1019.564219,100
2024-11-10T21:56:41Z_2hq3byfebne,2hq3byfebne,11/10/2024 21:56,11/11/2024 5:56,17.760000228881836,1019.798203,100
2024-11-10T22:12:10Z_2hq3byfebne,2hq3byfebne,11/10/2024 22:12,11/11/2024 6:12,19.639999389648438,1019.860313,100
2024-11-10T22:27:37Z_2hq3byfebne,2hq3byfebne,11/10/2024 22:27,11/11/2024 6:27,21.040000915527344,1019.979688,100
2024-11-10T22:43:05Z_2hq3byfebne,2hq3byfebne,11/10/2024 22:43,11/11/2024 6:43,21.530000686645508,1019.899375,100
2024-11-10T22:58:33Z_2hq3byfebne,2hq3byfebne,11/10/2024 22:58,11/11/2024 6:58,24.100000381469727,1020.049844,100
2024-11-10T23:14:01Z_2hq3byfebne,2hq3byfebne,11/10/2024 23:14,11/11/2024 7:14,25.25,1020.041172,100
2024-11-10T23:29:35Z_2hq3byfebne,2hq3byfebne,11/10/2024 23:29,11/11/2024 7:29,26.329999923706055,1020.118281,95.03125
2024-11-10T23:44:57Z_2hq3byfebne,2hq3byfebne,11/10/2024 23:44,11/11/2024 7:44,27.219999313354492,1020.221797,92.98632813
2024-11-11T00:00:25Z_2hq3byfebne,2hq3byfebne,11/11/2024 0:00,11/11/2024 8:00,27.959999084472656,1020.238125,84.47460938
2024-11-11T00:15:53Z_2hq3byfebne,2hq3byfebne,11/11/2024 0:15,11/11/2024 8:15,29.09000015258789,1020.229531,72.86132813
2024-11-11T00:31:21Z_2hq3byfebne,2hq3byfebne,11/11/2024 0:31,11/11/2024 8:31,28.520000457763672,1020.301094,76.70117188
2024-11-11T00:46:49Z_2hq3byfebne,2hq3byfebne,11/11/2024 0:46,11/11/2024 8:46,28.920000076293945,1019.93,75.34082031
2024-11-11T01:02:17Z_2hq3byfebne,2hq3byfebne,11/11/2024 1:02,11/11/2024 9:02,30.739999771118164,1019.791094,57.78027344
2024-11-11T01:17:45Z_2hq3byfebne,2hq3byfebne,11/11/2024 1:17,11/11/2024 9:17,30.799999237060547,1019.645469,54.45898438
2024-11-11T01:33:14Z_2hq3byfebne,2hq3byfebne,11/11/2024 1:33,11/11/2024 9:33,31,1019.393906,55.22070313
2024-11-11T01:48:41Z_2hq3byfebne,2hq3byfebne,11/11/2024 1:48,11/11/2024 9:48,31.770000457763672,1019.251172,51.38574219
2024-11-11T02:04:09Z_2hq3byfebne,2hq3byfebne,11/11/2024 2:04,11/11/2024 10:04,33.25,1019.14125,45.32617188
2024-11-11T02:19:37Z_2hq3byfebne,2hq3byfebne,11/11/2024 2:19,11/11/2024 10:19,31.350000381469727,1019.153438,54.62207031
2024-11-11T02:35:05Z_2hq3byfebne,2hq3byfebne,11/11/2024 2:35,11/11/2024 10:35,31.8700008392334,1018.869063,49.95214844
2024-11-11T02:50:33Z_2hq3byfebne,2hq3byfebne,11/11/2024 2:50,11/11/2024 10:50,31.420000076293945,1018.862656,47.70703125
2024-11-11T03:06:01Z_2hq3byfebne,2hq3byfebne,11/11/2024 3:06,11/11/2024 11:06,31.579999923706055,1018.540625,45.62304688
2024-11-11T03:21:29Z_2hq3byfebne,2hq3byfebne,11/11/2024 3:21,11/11/2024 11:21,31.3700008392334,1018.343594,45.96679688
2024-11-11T03:36:57Z_2hq3byfebne,2hq3byfebne,11/11/2024 3:36,11/11/2024 11:36,31.190000534057617,1018.13625,47.51171875
2024-11-11T03:52:25Z_2hq3byfebne,2hq3byfebne,11/11/2024 3:52,11/11/2024 11:52,30.149999618530273,1017.867656,55.42578125
2024-11-11T04:07:53Z_2hq3byfebne,2hq3byfebne,11/11/2024 4:07,11/11/2024 12:07,29.860000610351562,1017.762656,54.18847656
2024-11-11T04:23:21Z_2hq3byfebne,2hq3byfebne,11/11/2024 4:23,11/11/2024 12:23,29.489999771118164,1017.517656,51.59765625
2024-11-11T04:38:49Z_2hq3byfebne,2hq3byfebne,11/11/2024 4:38,11/11/2024 12:38,28.489999771118164,1017.555156,62.44824219
2024-11-11T04:54:17Z_2hq3byfebne,2hq3byfebne,11/11/2024 4:54,11/11/2024 12:54,27.809999465942383,1017.604766,68.96191406
2024-11-11T05:09:45Z_2hq3byfebne,2hq3byfebne,11/11/2024 5:09,11/11/2024 13:09,27.360000610351562,1017.485156,76.21777344
2024-11-11T05:25:13Z_2hq3byfebne,2hq3byfebne,11/11/2024 5:25,11/11/2024 13:25,26.170000076293945,1017.393047,81.06347656
2024-11-11T05:40:41Z_2hq3byfebne,2hq3byfebne,11/11/2024 5:40,11/11/2024 13:40,25.8700008392334,1017.453672,81.88183594
2024-11-11T05:56:09Z_2hq3byfebne,2hq3byfebne,11/11/2024 5:56,11/11/2024 13:56,25.559999465942383,1017.060781,86.58496094
2024-11-11T06:11:37Z_2hq3byfebne,2hq3byfebne,11/11/2024 6:11,11/11/2024 14:11,24.610000610351562,1017.027266,100
2024-11-11T06:27:05Z_2hq3byfebne,2hq3byfebne,11/11/2024 6:27,11/11/2024 14:27,24.309999465942383,1017.14,100
2024-11-11T06:42:39Z_2hq3byfebne,2hq3byfebne,11/11/2024 6:42,11/11/2024 14:42,24.100000381469727,1017.099688,100
2024-11-11T06:58:01Z_2hq3byfebne,2hq3byfebne,11/11/2024 6:58,11/11/2024 14:58,24.360000610351562,1016.978984,100
2024-11-11T07:13:29Z_2hq3byfebne,2hq3byfebne,11/11/2024 7:13,11/11/2024 15:13,24.309999465942383,1016.908906,96.06347656
2024-11-11T07:28:57Z_2hq3byfebne,2hq3byfebne,11/11/2024 7:28,11/11/2024 15:28,24.040000915527344,1016.887031,95.21777344
2024-11-11T07:44:25Z_2hq3byfebne,2hq3byfebne,11/11/2024 7:44,11/11/2024 15:44,24.3799991607666,1016.889766,94.12597656
2024-11-11T07:59:53Z_2hq3byfebne,2hq3byfebne,11/11/2024 7:59,11/11/2024 15:59,24.149999618530273,1016.760703,93.32128906
2024-11-11T08:15:21Z_2hq3byfebne,2hq3byfebne,11/11/2024 8:15,11/11/2024 16:15,24.170000076293945,1016.964766,97.45507813
2024-11-11T08:30:49Z_2hq3byfebne,2hq3byfebne,11/11/2024 8:30,11/11/2024 16:30,24.059999465942383,1016.895547,90.84472656
2024-11-11T08:46:23Z_2hq3byfebne,2hq3byfebne,11/11/2024 8:46,11/11/2024 16:46,23.809999465942383,1017.059297,100
2024-11-11T09:01:45Z_2hq3byfebne,2hq3byfebne,11/11/2024 9:01,11/11/2024 17:01,23.110000610351562,1017.087422,100
2024-11-11T09:17:19Z_2hq3byfebne,2hq3byfebne,11/11/2024 9:17,11/11/2024 17:17,22.989999771118164,1017.186719,100
2024-11-11T09:32:41Z_2hq3byfebne,2hq3byfebne,11/11/2024 9:32,11/11/2024 17:32,22.31999969482422,1017.291719,100
2024-11-11T09:48:09Z_2hq3byfebne,2hq3byfebne,11/11/2024 9:48,11/11/2024 17:48,21.459999084472656,1017.298047,100
2024-11-11T10:03:43Z_2hq3byfebne,2hq3byfebne,11/11/2024 10:03,11/11/2024 18:03,20.469999313354492,1017.558125,100
2024-11-11T10:19:05Z_2hq3byfebne,2hq3byfebne,11/11/2024 10:19,11/11/2024 18:19,19.700000762939453,1017.69875,100
2024-11-11T10:34:39Z_2hq3byfebne,2hq3byfebne,11/11/2024 10:34,11/11/2024 18:34,19.229999542236328,1017.961641,100
2024-11-11T10:50:01Z_2hq3byfebne,2hq3byfebne,11/11/2024 10:50,11/11/2024 18:50,18.520000457763672,1018.107656,100
2024-11-11T11:05:29Z_2hq3byfebne,2hq3byfebne,11/11/2024 11:05,11/11/2024 19:05,18.229999542236328,1018.122344,100
2024-11-11T11:21:09Z_2hq3byfebne,2hq3byfebne,11/11/2024 11:21,11/11/2024 19:21,17.520000457763672,1018.475938,100
2024-11-11T11:36:25Z_2hq3byfebne,2hq3byfebne,11/11/2024 11:36,11/11/2024 19:36,17.530000686645508,1018.440781,100
2024-11-11T11:51:53Z_2hq3byfebne,2hq3byfebne,11/11/2024 11:51,11/11/2024 19:51,17.139999389648438,1018.400313,100
2024-11-11T12:07:22Z_2hq3byfebne,2hq3byfebne,11/11/2024 12:07,11/11/2024 20:07,17.049999237060547,1018.723984,100
2024-11-11T12:22:49Z_2hq3byfebne,2hq3byfebne,11/11/2024 12:22,11/11/2024 20:22,16.860000610351562,1018.940703,100
2024-11-11T12:38:17Z_2hq3byfebne,2hq3byfebne,11/11/2024 12:38,11/11/2024 20:38,16.559999465942383,1019.058906,100
2024-11-11T12:53:51Z_2hq3byfebne,2hq3byfebne,11/11/2024 12:53,11/11/2024 20:53,16.43000030517578,1019.240313,100
2024-11-11T13:09:14Z_2hq3byfebne,2hq3byfebne,11/11/2024 13:09,11/11/2024 21:09,16.309999465942383,1019.308672,100
2024-11-11T13:24:47Z_2hq3byfebne,2hq3byfebne,11/11/2024 13:24,11/11/2024 21:24,16,1019.223594,100
2024-11-11T13:40:09Z_2hq3byfebne,2hq3byfebne,11/11/2024 13:40,11/11/2024 21:40,15.739999771118164,1019.201172,100
2024-11-11T13:55:37Z_2hq3byfebne,2hq3byfebne,11/11/2024 13:55,11/11/2024 21:55,15.369999885559082,1019.280313,100
2024-11-11T14:11:23Z_2hq3byfebne,2hq3byfebne,11/11/2024 14:11,11/11/2024 22:11,15.109999656677246,1019.327109,100
2024-11-11T14:26:33Z_2hq3byfebne,2hq3byfebne,11/11/2024 14:26,11/11/2024 22:26,15.069999694824219,1019.194844,100
2024-11-11T14:42:01Z_2hq3byfebne,2hq3byfebne,11/11/2024 14:42,11/11/2024 22:42,14.949999809265137,1019.156719,100
2024-11-11T14:57:29Z_2hq3byfebne,2hq3byfebne,11/11/2024 14:57,11/11/2024 22:57,14.539999961853027,1019.269375,100
2024-11-11T15:12:57Z_2hq3byfebne,2hq3byfebne,11/11/2024 15:12,11/11/2024 23:12,14.270000457763672,1018.999297,100
2024-11-11T15:28:31Z_2hq3byfebne,2hq3byfebne,11/11/2024 15:28,11/11/2024 23:28,14.010000228881836,1018.984219,100
2024-11-11T15:43:53Z_2hq3byfebne,2hq3byfebne,11/11/2024 15:43,11/11/2024 23:43,13.609999656677246,1018.981172,100
2024-11-11T15:59:21Z_2hq3byfebne,2hq3byfebne,11/11/2024 15:59,11/11/2024 23:59,13.289999961853027,1018.989297,100
2024-11-11T16:14:49Z_2hq3byfebne,2hq3byfebne,11/11/2024 16:14,11/12/2024 0:14,13.470000267028809,1018.845859,100
2024-11-11T16:30:17Z_2hq3byfebne,2hq3byfebne,11/11/2024 16:30,11/12/2024 0:30,13.430000305175781,1018.809844,100
2024-11-11T16:45:45Z_2hq3byfebne,2hq3byfebne,11/11/2024 16:45,11/12/2024 0:45,13.470000267028809,1018.793438,100
2024-11-11T17:01:13Z_2hq3byfebne,2hq3byfebne,11/11/2024 17:01,11/12/2024 1:01,13.649999618530273,1018.623906,100
2024-11-11T17:16:41Z_2hq3byfebne,2hq3byfebne,11/11/2024 17:16,11/12/2024 1:16,13.9399995803833,1018.544375,100
2024-11-11T17:32:09Z_2hq3byfebne,2hq3byfebne,11/11/2024 17:32,11/12/2024 1:32,13.850000381469727,1018.506719,100
2024-11-11T17:47:37Z_2hq3byfebne,2hq3byfebne,11/11/2024 17:47,11/12/2024 1:47,13.710000038146973,1018.599219,100
2024-11-11T18:03:05Z_2hq3byfebne,2hq3byfebne,11/11/2024 18:03,11/12/2024 2:03,13.399999618530273,1018.555234,100
2024-11-11T18:18:33Z_2hq3byfebne,2hq3byfebne,11/11/2024 18:18,11/12/2024 2:18,13.380000114440918,1018.564531,100
2024-11-11T18:34:01Z_2hq3byfebne,2hq3byfebne,11/11/2024 18:34,11/12/2024 2:34,13.149999618530273,1018.748594,100
2024-11-11T18:49:29Z_2hq3byfebne,2hq3byfebne,11/11/2024 18:49,11/12/2024 2:49,13,1018.594844,100
2024-11-11T19:04:57Z_2hq3byfebne,2hq3byfebne,11/11/2024 19:04,11/12/2024 3:04,12.800000190734863,1018.720625,100
2024-11-11T19:20:25Z_2hq3byfebne,2hq3byfebne,11/11/2024 19:20,11/12/2024 3:20,12.420000076293945,1018.855938,100
